DateTime,HalfHour,Consumption,Temperature
2012-08-24 18:30:00,37,47968.0,21.555
2012-08-24 19:00:00,38,48507.0,21.232
2012-08-24 19:30:00,39,47716.0,20.908
2012-08-24 20:00:00,40,46999.0,20.584
2012-08-24 20:30:00,41,45996.0,20.261
2012-08-24 21:00:00,42,46371.0,19.937
2012-08-24 21:30:00,43,46583.0,19.792
2012-08-24 22:00:00,44,45449.0,19.646
2012-08-24 22:30:00,45,45703.0,19.501
2012-08-24 23:00:00,46,47629.0,19.356
2012-08-24 23:30:00,47,46503.0,19.211
2012-08-25 00:00:00,0,45526.0,19.066
2012-08-25 00:30:00,1,43091.0,18.946
2012-08-25 01:00:00,2,40451.0,18.827
2012-08-25 01:30:00,3,39975.0,18.708
2012-08-25 02:00:00,4,39117.0,18.589
2012-08-25 02:30:00,5,38379.0,18.469
2012-08-25 03:00:00,6,36605.0,18.35
2012-08-25 03:30:00,7,35637.0,18.342
2012-08-25 04:00:00,8,34906.0,18.333
2012-08-25 04:30:00,9,34533.0,18.325
2012-08-25 05:00:00,10,34441.0,18.317
2012-08-25 05:30:00,11,34748.0,18.308
2012-08-25 06:00:00,12,35133.0,18.3
2012-08-25 06:30:00,13,35824.0,18.743
2012-08-25 07:00:00,14,35438.0,19.185
2012-08-25 07:30:00,15,35759.0,19.628
2012-08-25 08:00:00,16,36995.0,20.071
2012-08-25 08:30:00,17,38371.0,20.514
2012-08-25 09:00:00,18,40045.0,20.956
2012-08-25 09:30:00,19,41652.0,21.214
2012-08-25 10:00:00,20,42680.0,21.471
2012-08-25 10:30:00,21,43552.0,21.728
2012-08-25 11:00:00,22,44116.0,21.985
2012-08-25 11:30:00,23,44730.0,22.243
2012-08-25 12:00:00,24,45507.0,22.5
2012-08-25 12:30:00,25,46218.0,22.408
2012-08-25 13:00:00,26,46937.0,22.315
2012-08-25 13:30:00,27,45451.0,22.223
2012-08-25 14:00:00,28,44543.0,22.131
2012-08-25 14:30:00,29,44413.0,22.038
2012-08-25 15:00:00,30,43546.0,21.946
2012-08-25 15:30:00,31,42788.0,21.566
2012-08-25 16:00:00,32,42263.0,21.186
2012-08-25 16:30:00,33,41639.0,20.806
2012-08-25 17:00:00,34,41218.0,20.426
2012-08-25 17:30:00,35,41149.0,20.047
2012-08-25 18:00:00,36,41564.0,19.667
2012-08-25 18:30:00,37,41887.0,19.31
2012-08-25 19:00:00,38,42361.0,18.954
2012-08-25 19:30:00,39,42128.0,18.597
2012-08-25 20:00:00,40,41677.0,18.241
2012-08-25 20:30:00,41,41074.0,17.885
2012-08-25 21:00:00,42,41861.0,17.528
2012-08-25 21:30:00,43,42189.0,17.326
2012-08-25 22:00:00,44,41428.0,17.125
2012-08-25 22:30:00,45,41896.0,16.923
2012-08-25 23:00:00,46,44197.0,16.721
2012-08-25 23:30:00,47,43267.0,16.52
2012-08-26 00:00:00,0,42609.0,16.318
2012-08-26 00:30:00,1,40472.0,16.156
2012-08-26 01:00:00,2,37852.0,15.994
2012-08-26 01:30:00,3,37348.0,15.832
2012-08-26 02:00:00,4,36685.0,15.67
2012-08-26 02:30:00,5,35895.0,15.508
2012-08-26 03:00:00,6,34079.0,15.346
2012-08-26 03:30:00,7,33178.0,15.257
2012-08-26 04:00:00,8,32309.0,15.168
2012-08-26 04:30:00,9,31875.0,15.078
2012-08-26 05:00:00,10,31572.0,14.989
2012-08-26 05:30:00,11,31630.0,14.9
2012-08-26 06:00:00,12,31850.0,14.81
2012-08-26 06:30:00,13,32073.0,15.47
2012-08-26 07:00:00,14,31467.0,16.129
2012-08-26 07:30:00,15,31336.0,16.788
2012-08-26 08:00:00,16,32103.0,17.448
2012-08-26 08:30:00,17,33343.0,18.107
2012-08-26 09:00:00,18,34687.0,18.767
2012-08-26 09:30:00,19,36211.0,19.193
2012-08-26 10:00:00,20,37320.0,19.619
2012-08-26 10:30:00,21,38421.0,20.045
2012-08-26 11:00:00,22,39123.0,20.471
2012-08-26 11:30:00,23,39996.0,20.897
2012-08-26 12:00:00,24,40820.0,21.323
2012-08-26 12:30:00,25,41860.0,21.489
2012-08-26 13:00:00,26,42494.0,21.655
2012-08-26 13:30:00,27,40765.0,21.821
2012-08-26 14:00:00,28,39598.0,21.986
2012-08-26 14:30:00,29,39210.0,22.152
2012-08-26 15:00:00,30,38213.0,22.318
2012-08-26 15:30:00,31,37609.0,22.017
2012-08-26 16:00:00,32,36889.0,21.715
2012-08-26 16:30:00,33,36409.0,21.414
2012-08-26 17:00:00,34,36318.0,21.113
2012-08-26 17:30:00,35,36321.0,20.812
2012-08-26 18:00:00,36,36768.0,20.51
2012-08-26 18:30:00,37,37530.0,19.873
2012-08-26 19:00:00,38,38459.0,19.235
2012-08-26 19:30:00,39,39209.0,18.597
2012-08-26 20:00:00,40,39641.0,17.96
2012-08-26 20:30:00,41,39937.0,17.322
2012-08-26 21:00:00,42,41461.0,16.684
2012-08-26 21:30:00,43,42164.0,16.414
2012-08-26 22:00:00,44,41389.0,16.143
2012-08-26 22:30:00,45,41706.0,15.872
2012-08-26 23:00:00,46,43948.0,15.602
2012-08-26 23:30:00,47,42970.0,15.331
2012-08-27 00:00:00,0,42202.0,15.061
2012-08-27 00:30:00,1,39907.0,14.854
2012-08-27 01:00:00,2,37292.0,14.648
2012-08-27 01:30:00,3,36824.0,14.442
2012-08-27 02:00:00,4,36316.0,14.236
2012-08-27 02:30:00,5,35765.0,14.03
2012-08-27 03:00:00,6,34194.0,13.824
2012-08-27 03:30:00,7,33459.0,13.865
2012-08-27 04:00:00,8,32945.0,13.906
2012-08-27 04:30:00,9,33018.0,13.946
2012-08-27 05:00:00,10,33661.0,13.987
2012-08-27 05:30:00,11,35089.0,14.028
2012-08-27 06:00:00,12,36512.0,14.069
2012-08-27 06:30:00,13,38832.0,15.269
2012-08-27 07:00:00,14,40000.0,16.468
2012-08-27 07:30:00,15,41524.0,17.668
2012-08-27 08:00:00,16,43338.0,18.868
2012-08-27 08:30:00,17,45525.0,20.067
2012-08-27 09:00:00,18,47054.0,21.267
2012-08-27 09:30:00,19,48462.0,21.967
2012-08-27 10:00:00,20,49530.0,22.668
2012-08-27 10:30:00,21,50202.0,23.368
2012-08-27 11:00:00,22,50713.0,24.068
2012-08-27 11:30:00,23,51451.0,24.769
2012-08-27 12:00:00,24,52183.0,25.469
2012-08-27 12:30:00,25,52288.0,25.734
2012-08-27 13:00:00,26,52774.0,25.999
2012-08-27 13:30:00,27,51983.0,26.264
2012-08-27 14:00:00,28,52017.0,26.529
2012-08-27 14:30:00,29,52266.0,26.794
2012-08-27 15:00:00,30,51400.0,27.059
2012-08-27 15:30:00,31,50695.0,26.621
2012-08-27 16:00:00,32,50357.0,26.182
2012-08-27 16:30:00,33,49756.0,25.744
2012-08-27 17:00:00,34,49316.0,25.305
2012-08-27 17:30:00,35,48494.0,24.867
2012-08-27 18:00:00,36,48622.0,24.428
2012-08-27 18:30:00,37,48697.0,23.647
2012-08-27 19:00:00,38,49283.0,22.867
2012-08-27 19:30:00,39,49057.0,22.086
2012-08-27 20:00:00,40,48386.0,21.305
2012-08-27 20:30:00,41,47445.0,20.524
2012-08-27 21:00:00,42,48313.0,19.744
2012-08-27 21:30:00,43,48077.0,19.534
2012-08-27 22:00:00,44,46767.0,19.324
2012-08-27 22:30:00,45,46784.0,19.114
2012-08-27 23:00:00,46,48851.0,18.904
2012-08-27 23:30:00,47,47418.0,18.694
2012-08-28 00:00:00,0,46731.0,18.484
2012-08-28 00:30:00,1,44273.0,18.336
2012-08-28 01:00:00,2,41572.0,18.187
2012-08-28 01:30:00,3,40985.0,18.038
2012-08-28 02:00:00,4,40503.0,17.89
2012-08-28 02:30:00,5,39882.0,17.741
2012-08-28 03:00:00,6,38212.0,17.592
2012-08-28 03:30:00,7,37461.0,17.525
2012-08-28 04:00:00,8,36837.0,17.457
2012-08-28 04:30:00,9,36764.0,17.39
2012-08-28 05:00:00,10,37136.0,17.322
2012-08-28 05:30:00,11,38320.0,17.255
2012-08-28 06:00:00,12,39605.0,17.187
2012-08-28 06:30:00,13,41807.0,17.701
2012-08-28 07:00:00,14,43038.0,18.215
2012-08-28 07:30:00,15,44676.0,18.728
2012-08-28 08:00:00,16,46271.0,19.242
2012-08-28 08:30:00,17,48242.0,19.756
2012-08-28 09:00:00,18,49669.0,20.269
2012-08-28 09:30:00,19,51057.0,20.765
2012-08-28 10:00:00,20,51913.0,21.261
2012-08-28 10:30:00,21,52600.0,21.756
2012-08-28 11:00:00,22,53137.0,22.252
2012-08-28 11:30:00,23,53647.0,22.748
2012-08-28 12:00:00,24,54269.0,23.244
2012-08-28 12:30:00,25,54056.0,23.424
2012-08-28 13:00:00,26,54247.0,23.604
2012-08-28 13:30:00,27,53399.0,23.785
2012-08-28 14:00:00,28,53370.0,23.965
2012-08-28 14:30:00,29,53664.0,24.146
2012-08-28 15:00:00,30,52738.0,24.326
2012-08-28 15:30:00,31,52136.0,23.994
2012-08-28 16:00:00,32,51391.0,23.661
2012-08-28 16:30:00,33,50887.0,23.329
2012-08-28 17:00:00,34,50366.0,22.996
2012-08-28 17:30:00,35,49703.0,22.664
2012-08-28 18:00:00,36,49781.0,22.332
2012-08-28 18:30:00,37,49846.0,21.723
2012-08-28 19:00:00,38,50441.0,21.115
2012-08-28 19:30:00,39,49847.0,20.507
2012-08-28 20:00:00,40,48990.0,19.898
2012-08-28 20:30:00,41,48021.0,19.29
2012-08-28 21:00:00,42,48959.0,18.682
2012-08-28 21:30:00,43,48514.0,18.461
2012-08-28 22:00:00,44,47131.0,18.24
2012-08-28 22:30:00,45,47331.0,18.02
2012-08-28 23:00:00,46,49440.0,17.799
2012-08-28 23:30:00,47,48096.0,17.579
2012-08-29 00:00:00,0,47253.0,17.358
2012-08-29 00:30:00,1,44790.0,17.206
2012-08-29 01:00:00,2,41790.0,17.054
2012-08-29 01:30:00,3,41425.0,16.901
2012-08-29 02:00:00,4,40891.0,16.749
2012-08-29 02:30:00,5,40510.0,16.597
2012-08-29 03:00:00,6,38654.0,16.445
2012-08-29 03:30:00,7,37889.0,16.477
2012-08-29 04:00:00,8,37348.0,16.509
2012-08-29 04:30:00,9,37069.0,16.541
2012-08-29 05:00:00,10,37455.0,16.573
2012-08-29 05:30:00,11,38506.0,16.605
2012-08-29 06:00:00,12,39710.0,16.637
2012-08-29 06:30:00,13,42117.0,17.453
2012-08-29 07:00:00,14,43370.0,18.269
2012-08-29 07:30:00,15,44697.0,19.085
2012-08-29 08:00:00,16,46576.0,19.901
2012-08-29 08:30:00,17,48746.0,20.717
2012-08-29 09:00:00,18,50079.0,21.533
2012-08-29 09:30:00,19,51430.0,21.924
2012-08-29 10:00:00,20,52424.0,22.315
2012-08-29 10:30:00,21,53111.0,22.705
2012-08-29 11:00:00,22,53824.0,23.096
2012-08-29 11:30:00,23,54269.0,23.486
2012-08-29 12:00:00,24,55015.0,23.877
2012-08-29 12:30:00,25,54865.0,23.856
2012-08-29 13:00:00,26,55179.0,23.835
2012-08-29 13:30:00,27,54181.0,23.814
2012-08-29 14:00:00,28,54268.0,23.793
2012-08-29 14:30:00,29,54386.0,23.772
2012-08-29 15:00:00,30,53547.0,23.751
2012-08-29 15:30:00,31,52697.0,23.271
2012-08-29 16:00:00,32,52030.0,22.791
2012-08-29 16:30:00,33,51348.0,22.312
2012-08-29 17:00:00,34,50998.0,21.832
2012-08-29 17:30:00,35,50478.0,21.352
2012-08-29 18:00:00,36,50222.0,20.872
2012-08-29 18:30:00,37,50347.0,20.493
2012-08-29 19:00:00,38,51129.0,20.114
2012-08-29 19:30:00,39,50549.0,19.735
2012-08-29 20:00:00,40,49718.0,19.356
2012-08-29 20:30:00,41,48850.0,18.976
2012-08-29 21:00:00,42,49429.0,18.597
2012-08-29 21:30:00,43,48808.0,18.39
2012-08-29 22:00:00,44,47406.0,18.183
2012-08-29 22:30:00,45,47384.0,17.976
2012-08-29 23:00:00,46,49432.0,17.768
2012-08-29 23:30:00,47,48485.0,17.561
2012-08-30 00:00:00,0,47523.0,17.354
2012-08-30 00:30:00,1,45017.0,17.206
2012-08-30 01:00:00,2,42117.0,17.059
2012-08-30 01:30:00,3,41466.0,16.912
2012-08-30 02:00:00,4,40956.0,16.764
2012-08-30 02:30:00,5,40408.0,16.617
2012-08-30 03:00:00,6,38963.0,16.469
2012-08-30 03:30:00,7,38005.0,16.406
2012-08-30 04:00:00,8,37580.0,16.342
2012-08-30 04:30:00,9,37396.0,16.278
2012-08-30 05:00:00,10,37754.0,16.215
2012-08-30 05:30:00,11,38942.0,16.151
2012-08-30 06:00:00,12,40155.0,16.087
2012-08-30 06:30:00,13,42242.0,16.463
2012-08-30 07:00:00,14,43922.0,16.838
2012-08-30 07:30:00,15,45547.0,17.213
2012-08-30 08:00:00,16,47338.0,17.589
2012-08-30 08:30:00,17,49011.0,17.964
2012-08-30 09:00:00,18,50659.0,18.339
2012-08-30 09:30:00,19,51881.0,18.614
2012-08-30 10:00:00,20,52710.0,18.889
2012-08-30 10:30:00,21,53226.0,19.163
2012-08-30 11:00:00,22,53684.0,19.438
2012-08-30 11:30:00,23,54126.0,19.713
2012-08-30 12:00:00,24,54772.0,19.987
2012-08-30 12:30:00,25,54199.0,19.98
2012-08-30 13:00:00,26,54213.0,19.973
2012-08-30 13:30:00,27,53515.0,19.965
2012-08-30 14:00:00,28,53295.0,19.958
2012-08-30 14:30:00,29,53479.0,19.951
2012-08-30 15:00:00,30,52452.0,19.944
2012-08-30 15:30:00,31,51787.0,19.656
2012-08-30 16:00:00,32,51188.0,19.368
2012-08-30 16:30:00,33,50406.0,19.081
2012-08-30 17:00:00,34,49727.0,18.793
2012-08-30 17:30:00,35,48982.0,18.506
2012-08-30 18:00:00,36,48920.0,18.218
2012-08-30 18:30:00,37,49193.0,17.817
2012-08-30 19:00:00,38,49988.0,17.416
2012-08-30 19:30:00,39,49530.0,17.015
2012-08-30 20:00:00,40,48658.0,16.615
2012-08-30 20:30:00,41,48151.0,16.214
2012-08-30 21:00:00,42,48750.0,15.813
2012-08-30 21:30:00,43,48128.0,15.581
2012-08-30 22:00:00,44,46991.0,15.349
2012-08-30 22:30:00,45,46912.0,15.117
2012-08-30 23:00:00,46,48951.0,14.885
2012-08-30 23:30:00,47,47780.0,14.653
2012-08-31 00:00:00,0,46651.0,14.421
2012-08-31 00:30:00,1,44395.0,14.232
2012-08-31 01:00:00,2,41649.0,14.043
2012-08-31 01:30:00,3,41321.0,13.854
2012-08-31 02:00:00,4,40611.0,13.665
2012-08-31 02:30:00,5,40191.0,13.476
2012-08-31 03:00:00,6,38467.0,13.287
2012-08-31 03:30:00,7,37676.0,13.22
2012-08-31 04:00:00,8,37145.0,13.153
2012-08-31 04:30:00,9,37047.0,13.086
2012-08-31 05:00:00,10,37384.0,13.019
2012-08-31 05:30:00,11,38551.0,12.952
2012-08-31 06:00:00,12,39932.0,12.885
2012-08-31 06:30:00,13,42039.0,13.425
2012-08-31 07:00:00,14,43570.0,13.966
2012-08-31 07:30:00,15,44799.0,14.506
2012-08-31 08:00:00,16,46462.0,15.047
2012-08-31 08:30:00,17,48396.0,15.588
2012-08-31 09:00:00,18,49845.0,16.128
2012-08-31 09:30:00,19,50913.0,16.397
2012-08-31 10:00:00,20,51857.0,16.667
2012-08-31 10:30:00,21,52178.0,16.936
2012-08-31 11:00:00,22,52621.0,17.205
2012-08-31 11:30:00,23,52886.0,17.474
2012-08-31 12:00:00,24,53322.0,17.744
2012-08-31 12:30:00,25,53060.0,17.842
2012-08-31 13:00:00,26,53097.0,17.94
2012-08-31 13:30:00,27,52168.0,18.038
2012-08-31 14:00:00,28,51712.0,18.137
2012-08-31 14:30:00,29,51644.0,18.235
2012-08-31 15:00:00,30,50558.0,18.333
2012-08-31 15:30:00,31,49335.0,17.994
2012-08-31 16:00:00,32,48921.0,17.655
2012-08-31 16:30:00,33,47971.0,17.315
2012-08-31 17:00:00,34,47557.0,16.976
2012-08-31 17:30:00,35,47140.0,16.637
2012-08-31 18:00:00,36,47174.0,16.297
2012-08-31 18:30:00,37,47394.0,15.806
2012-08-31 19:00:00,38,48105.0,15.314
2012-08-31 19:30:00,39,47688.0,14.822
2012-08-31 20:00:00,40,46988.0,14.33
2012-08-31 20:30:00,41,46633.0,13.838
2012-08-31 21:00:00,42,47713.0,13.346
2012-08-31 21:30:00,43,47017.0,13.116
2012-08-31 22:00:00,44,45599.0,12.886
2012-08-31 22:30:00,45,45878.0,12.656
2012-08-31 23:00:00,46,48009.0,12.426
2012-08-31 23:30:00,47,47022.0,12.197
2012-09-01 00:00:00,0,46133.0,11.967
2012-09-01 00:30:00,1,43877.0,11.789
2012-09-01 01:00:00,2,41073.0,11.611
2012-09-01 01:30:00,3,40421.0,11.433
2012-09-01 02:00:00,4,39615.0,11.256
2012-09-01 02:30:00,5,39045.0,11.078
2012-09-01 03:00:00,6,37251.0,10.9
2012-09-01 03:30:00,7,36202.0,10.91
2012-09-01 04:00:00,8,35269.0,10.92
2012-09-01 04:30:00,9,34782.0,10.929
2012-09-01 05:00:00,10,34630.0,10.939
2012-09-01 05:30:00,11,34828.0,10.949
2012-09-01 06:00:00,12,35140.0,10.959
2012-09-01 06:30:00,13,36128.0,11.683
2012-09-01 07:00:00,14,36013.0,12.408
2012-09-01 07:30:00,15,36207.0,13.132
2012-09-01 08:00:00,16,37192.0,13.856
2012-09-01 08:30:00,17,38882.0,14.581
2012-09-01 09:00:00,18,40531.0,15.305
2012-09-01 09:30:00,19,42144.0,15.673
2012-09-01 10:00:00,20,42880.0,16.041
2012-09-01 10:30:00,21,43735.0,16.409
2012-09-01 11:00:00,22,44217.0,16.777
2012-09-01 11:30:00,23,44509.0,17.145
2012-09-01 12:00:00,24,45400.0,17.513
2012-09-01 12:30:00,25,46126.0,17.621
2012-09-01 13:00:00,26,46824.0,17.73
2012-09-01 13:30:00,27,45256.0,17.838
2012-09-01 14:00:00,28,43927.0,17.947
2012-09-01 14:30:00,29,43979.0,18.056
2012-09-01 15:00:00,30,42852.0,18.164
2012-09-01 15:30:00,31,42231.0,17.933
2012-09-01 16:00:00,32,41697.0,17.703
2012-09-01 16:30:00,33,40975.0,17.472
2012-09-01 17:00:00,34,40792.0,17.241
2012-09-01 17:30:00,35,40709.0,17.01
2012-09-01 18:00:00,36,41116.0,16.779
2012-09-01 18:30:00,37,41643.0,16.419
2012-09-01 19:00:00,38,42310.0,16.059
2012-09-01 19:30:00,39,42390.0,15.699
2012-09-01 20:00:00,40,42384.0,15.338
2012-09-01 20:30:00,41,42247.0,14.978
2012-09-01 21:00:00,42,43143.0,14.618
2012-09-01 21:30:00,43,42695.0,14.425
2012-09-01 22:00:00,44,41801.0,14.232
2012-09-01 22:30:00,45,42396.0,14.04
2012-09-01 23:00:00,46,44854.0,13.847
2012-09-01 23:30:00,47,44324.0,13.654
2012-09-02 00:00:00,0,43787.0,13.462
2012-09-02 00:30:00,1,41549.0,13.308
2012-09-02 01:00:00,2,38981.0,13.155
2012-09-02 01:30:00,3,38257.0,13.001
2012-09-02 02:00:00,4,37691.0,12.848
2012-09-02 02:30:00,5,36779.0,12.694
2012-09-02 03:00:00,6,35172.0,12.541
2012-09-02 03:30:00,7,34110.0,12.543
2012-09-02 04:00:00,8,33172.0,12.544
2012-09-02 04:30:00,9,32738.0,12.546
2012-09-02 05:00:00,10,32508.0,12.548
2012-09-02 05:30:00,11,32502.0,12.55
2012-09-02 06:00:00,12,32660.0,12.551
2012-09-02 06:30:00,13,33156.0,13.31
2012-09-02 07:00:00,14,32889.0,14.069
2012-09-02 07:30:00,15,32527.0,14.828
2012-09-02 08:00:00,16,33200.0,15.587
2012-09-02 08:30:00,17,34472.0,16.346
2012-09-02 09:00:00,18,35924.0,17.105
2012-09-02 09:30:00,19,37401.0,17.584
2012-09-02 10:00:00,20,38474.0,18.062
2012-09-02 10:30:00,21,39610.0,18.541
2012-09-02 11:00:00,22,40337.0,19.02
2012-09-02 11:30:00,23,41214.0,19.498
2012-09-02 12:00:00,24,42179.0,19.977
2012-09-02 12:30:00,25,43223.0,20.102
2012-09-02 13:00:00,26,43848.0,20.227
2012-09-02 13:30:00,27,42210.0,20.353
2012-09-02 14:00:00,28,40862.0,20.478
2012-09-02 14:30:00,29,40505.0,20.603
2012-09-02 15:00:00,30,39394.0,20.728
2012-09-02 15:30:00,31,38499.0,20.417
2012-09-02 16:00:00,32,37904.0,20.106
2012-09-02 16:30:00,33,37514.0,19.795
2012-09-02 17:00:00,34,37185.0,19.484
2012-09-02 17:30:00,35,37247.0,19.173
2012-09-02 18:00:00,36,37675.0,18.862
2012-09-02 18:30:00,37,38552.0,18.457
2012-09-02 19:00:00,38,39903.0,18.053
2012-09-02 19:30:00,39,40717.0,17.649
2012-09-02 20:00:00,40,41315.0,17.245
2012-09-02 20:30:00,41,42075.0,16.841
2012-09-02 21:00:00,42,43698.0,16.437
2012-09-02 21:30:00,43,43183.0,16.251
2012-09-02 22:00:00,44,42108.0,16.065
2012-09-02 22:30:00,45,42349.0,15.879
2012-09-02 23:00:00,46,44726.0,15.693
2012-09-02 23:30:00,47,43920.0,15.507
2012-09-03 00:00:00,0,43342.0,15.321
2012-09-03 00:30:00,1,41029.0,15.174
2012-09-03 01:00:00,2,38486.0,15.026
2012-09-03 01:30:00,3,38006.0,14.879
2012-09-03 02:00:00,4,37584.0,14.732
2012-09-03 02:30:00,5,36977.0,14.584
2012-09-03 03:00:00,6,35406.0,14.437
2012-09-03 03:30:00,7,34695.0,14.436
2012-09-03 04:00:00,8,34151.0,14.435
2012-09-03 04:30:00,9,34257.0,14.434
2012-09-03 05:00:00,10,34858.0,14.433
2012-09-03 05:30:00,11,36347.0,14.432
2012-09-03 06:00:00,12,38129.0,14.431
2012-09-03 06:30:00,13,40952.0,15.047
2012-09-03 07:00:00,14,43088.0,15.663
2012-09-03 07:30:00,15,44524.0,16.28
2012-09-03 08:00:00,16,46385.0,16.896
2012-09-03 08:30:00,17,48072.0,17.513
2012-09-03 09:00:00,18,49723.0,18.129
2012-09-03 09:30:00,19,50636.0,18.566
2012-09-03 10:00:00,20,51840.0,19.003
2012-09-03 10:30:00,21,52203.0,19.44
2012-09-03 11:00:00,22,52802.0,19.877
2012-09-03 11:30:00,23,53301.0,20.314
2012-09-03 12:00:00,24,54135.0,20.751
2012-09-03 12:30:00,25,53935.0,20.883
2012-09-03 13:00:00,26,54082.0,21.015
2012-09-03 13:30:00,27,53353.0,21.146
2012-09-03 14:00:00,28,53228.0,21.278
2012-09-03 14:30:00,29,53358.0,21.409
2012-09-03 15:00:00,30,52248.0,21.541
2012-09-03 15:30:00,31,51307.0,21.274
2012-09-03 16:00:00,32,50933.0,21.008
2012-09-03 16:30:00,33,50328.0,20.741
2012-09-03 17:00:00,34,49658.0,20.474
2012-09-03 17:30:00,35,49131.0,20.208
2012-09-03 18:00:00,36,49250.0,19.941
2012-09-03 18:30:00,37,49665.0,19.561
2012-09-03 19:00:00,38,50847.0,19.181
2012-09-03 19:30:00,39,50793.0,18.801
2012-09-03 20:00:00,40,50166.0,18.421
2012-09-03 20:30:00,41,49585.0,18.041
2012-09-03 21:00:00,42,50164.0,17.661
2012-09-03 21:30:00,43,48806.0,17.43
2012-09-03 22:00:00,44,47239.0,17.199
2012-09-03 22:30:00,45,47193.0,16.968
2012-09-03 23:00:00,46,49186.0,16.738
2012-09-03 23:30:00,47,48215.0,16.507
2012-09-04 00:00:00,0,47327.0,16.276
2012-09-04 00:30:00,1,44924.0,16.089
2012-09-04 01:00:00,2,42311.0,15.902
2012-09-04 01:30:00,3,41763.0,15.714
2012-09-04 02:00:00,4,41181.0,15.527
2012-09-04 02:30:00,5,40663.0,15.34
2012-09-04 03:00:00,6,39255.0,15.153
2012-09-04 03:30:00,7,38198.0,15.146
2012-09-04 04:00:00,8,37513.0,15.139
2012-09-04 04:30:00,9,37315.0,15.131
2012-09-04 05:00:00,10,37707.0,15.124
2012-09-04 05:30:00,11,38989.0,15.117
2012-09-04 06:00:00,12,40403.0,15.11
2012-09-04 06:30:00,13,43125.0,15.744
2012-09-04 07:00:00,14,45579.0,16.377
2012-09-04 07:30:00,15,47884.0,17.01
2012-09-04 08:00:00,16,49344.0,17.644
2012-09-04 08:30:00,17,50195.0,18.277
2012-09-04 09:00:00,18,51034.0,18.91
2012-09-04 09:30:00,19,52159.0,19.514
2012-09-04 10:00:00,20,53027.0,20.118
2012-09-04 10:30:00,21,53347.0,20.722
2012-09-04 11:00:00,22,53827.0,21.326
2012-09-04 11:30:00,23,54198.0,21.929
2012-09-04 12:00:00,24,55023.0,22.533
2012-09-04 12:30:00,25,54388.0,22.677
2012-09-04 13:00:00,26,54600.0,22.821
2012-09-04 13:30:00,27,53837.0,22.965
2012-09-04 14:00:00,28,53697.0,23.109
2012-09-04 14:30:00,29,54029.0,23.253
2012-09-04 15:00:00,30,53343.0,23.397
2012-09-04 15:30:00,31,52538.0,23.009
2012-09-04 16:00:00,32,51818.0,22.62
2012-09-04 16:30:00,33,51051.0,22.231
2012-09-04 17:00:00,34,50577.0,21.842
2012-09-04 17:30:00,35,50074.0,21.453
2012-09-04 18:00:00,36,50264.0,21.064
2012-09-04 18:30:00,37,50586.0,20.626
2012-09-04 19:00:00,38,51613.0,20.187
2012-09-04 19:30:00,39,51167.0,19.749
2012-09-04 20:00:00,40,50334.0,19.31
2012-09-04 20:30:00,41,50003.0,18.872
2012-09-04 21:00:00,42,50841.0,18.433
2012-09-04 21:30:00,43,49462.0,18.18
2012-09-04 22:00:00,44,47651.0,17.926
2012-09-04 22:30:00,45,47487.0,17.673
2012-09-04 23:00:00,46,49404.0,17.42
2012-09-04 23:30:00,47,48437.0,17.166
2012-09-05 00:00:00,0,47594.0,16.913
2012-09-05 00:30:00,1,45325.0,16.75
2012-09-05 01:00:00,2,42467.0,16.588
2012-09-05 01:30:00,3,41829.0,16.426
2012-09-05 02:00:00,4,41394.0,16.263
2012-09-05 02:30:00,5,40856.0,16.101
2012-09-05 03:00:00,6,39336.0,15.938
2012-09-05 03:30:00,7,38309.0,15.944
2012-09-05 04:00:00,8,37670.0,15.95
2012-09-05 04:30:00,9,37479.0,15.956
2012-09-05 05:00:00,10,37903.0,15.962
2012-09-05 05:30:00,11,39225.0,15.968
2012-09-05 06:00:00,12,40585.0,15.974
2012-09-05 06:30:00,13,43431.0,16.584
2012-09-05 07:00:00,14,45745.0,17.194
2012-09-05 07:30:00,15,47358.0,17.804
2012-09-05 08:00:00,16,48964.0,18.414
2012-09-05 08:30:00,17,50669.0,19.024
2012-09-05 09:00:00,18,51825.0,19.634
2012-09-05 09:30:00,19,52854.0,20.249
2012-09-05 10:00:00,20,53505.0,20.864
2012-09-05 10:30:00,21,53863.0,21.479
2012-09-05 11:00:00,22,54407.0,22.093
2012-09-05 11:30:00,23,54960.0,22.708
2012-09-05 12:00:00,24,55524.0,23.323
2012-09-05 12:30:00,25,55304.0,23.41
2012-09-05 13:00:00,26,55331.0,23.497
2012-09-05 13:30:00,27,54633.0,23.583
2012-09-05 14:00:00,28,54454.0,23.67
2012-09-05 14:30:00,29,54898.0,23.757
2012-09-05 15:00:00,30,53881.0,23.844
2012-09-05 15:30:00,31,53128.0,23.398
2012-09-05 16:00:00,32,52392.0,22.953
2012-09-05 16:30:00,33,51716.0,22.508
2012-09-05 17:00:00,34,51263.0,22.062
2012-09-05 17:30:00,35,50541.0,21.617
2012-09-05 18:00:00,36,50669.0,21.172
2012-09-05 18:30:00,37,51020.0,20.66
2012-09-05 19:00:00,38,52053.0,20.149
2012-09-05 19:30:00,39,51657.0,19.637
2012-09-05 20:00:00,40,50895.0,19.126
2012-09-05 20:30:00,41,50528.0,18.614
2012-09-05 21:00:00,42,50921.0,18.103
